post_id,post_text,rationale_count,annotator_1_label,annotator_1_target,annotator_2_label,annotator_2_target,annotator_3_label,annotator_3_target,label
1178948520201637888_twitter,took my nan to the hospital for a x ray i turn my back for literally <number> seconds and she gone need to put a tracker in tha women honest to god,0,normal,,normal,,normal,,normal
12724221_gab,muh holocaust <number> billion,2,hatespeech,Jewish,offensive,Other,offensive,Jewish,offensive
14375763_gab,lyndon johnson explained his decision to nominate thurgood marshall to the supreme court rather than a less famous black judge by saying when i appoint a n-word to the bench i want everybody to know he a n-word,2,hatespeech,African,normal,,hatespeech,African,hatespeech
1178896666323230721_twitter,i just can not trust nobody that on some my aesthetic is preferred you are aesthetic is considered disgusting but promise i am just tryna help she needa be exiled faux n-word,0,normal,,normal,African,offensive,"Women, Caucasian",normal
1178744388618510337_twitter,yall keep saying men are trash bitches ain t shit white people racist black people ghetto when you know literally <percent> of the world,0,normal,,normal,,normal,,normal
13553900_gab,yea i stopped giving a fuck entirely about this story and it just makes me lose more respect for women as if i had any left to lose women allowed this to continue for as long as it did because they wanted it,2,offensive,Women,offensive,Women,offensive,Women,offensive
20238600_gab,everyone wants a sterile war it not possible christ were ourpeace time yet <number> million white children raped by pakis muslims our peace ain sterile,2,hatespeech,"Other, Islam",hatespeech,"Arab, Islam",normal,,hatespeech
21420908_gab,i am glad that there a division of labor with regard to strategy and tactics in the pro white movement because there d be no future for white people without it,0,hatespeech,Caucasian,offensive,,normal,,hatespeech
12567582_gab,the women of my grammas generation were pretty cool too my gramma punched a pregnant spic in the belly at a motley crew show in the <number> 🤔,3,hatespeech,Hispanic,offensive,Hispanic,offensive,Hispanic,offensive
1185768848529559553_twitter,jisoo grapefruit and swag swag swag,0,normal,,normal,,normal,,normal
24257726_gab,so which are you a faggot or jew or both,2,hatespeech,"Homosexual, Jewish",hatespeech,"Homosexual, Jewish, Men",normal,,hatespeech
11138997_gab,schiff is a kike and he also pretty much always wrong turn him off he will just cost you coin,3,hatespeech,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
7523369_gab,in the quran hijrah is actually a muslim practice that islam uses to take over and claim territories as their own if more 🇺 🇸 wake up to the fact that this refugee crisis is jihad through migration then maybe we can stop this islamic conquest to take over the western world,2,offensive,"Islam, Refugee",offensive,Islam,hatespeech,"Heterosexual, Arab, Islam, Men, Refugee",offensive
24375819_gab,iranians and arabs lived in sweden when you were a kid i did not know thought i thought sweden was fairly homogenous until recently,2,normal,,offensive,"Arab, Islam",offensive,Arab,offensive
10666566_gab,dear black people you can keep the white liberals your going to need the numbers,0,hatespeech,African,normal,African,offensive,"African, Caucasian",hatespeech
1178810964390502402_twitter,so apparently poeople dont like it when you say you want to kill yourself itd true though,0,normal,,normal,,normal,,normal
1084219828846628864_twitter,hts has stormed the islamic court in ariha thus entering ariha,0,normal,"Islam, Other",normal,,normal,Islam,normal
16095641_gab,from when immigrants did not rape shoot women and then bomb shit charlie chaplin in the immigrant <number>,0,hatespeech,Refugee,offensive,Refugee,normal,,hatespeech
1220558318470684672_twitter,damn dykes be looking scrumptious,2,offensive,Homosexual,offensive,Homosexual,normal,"Homosexual, Women",offensive
1179040639541022720_twitter,sitting in a crowd slowly shitting my pants and blaming the retard next to me,0,normal,,normal,,normal,,normal
1165118482180202496_twitter,liberal but i fucking hate lefties,2,offensive,Other,hatespeech,,offensive,Other,offensive
14097715_gab,i stand with brianna brochu because being forced to live with some loud affirmative action sheboon will make even the best of us do crazy things university of hartford justice for jazzy,2,hatespeech,"African, Women",hatespeech,African,normal,,hatespeech
11258511_gab,yfw deadpool is trolling n-word to death irl,2,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
19520125_gab,anybody watching tucker carlson right now fucking beaner has been in the country since <number> years old and still cant speak proper english for fuck sake makes me want to pull my hair out,2,normal,,offensive,Hispanic,offensive,Hispanic,offensive
1179538457372381190_twitter,if u can read this ure gay and also ilu,2,offensive,"Homosexual, Men, Women",offensive,Homosexual,offensive,Homosexual,offensive
1090673738545283074_twitter,i do not listen to niggershitbullshit,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
12173579_gab,i am really sick of these retarded liberal scumbag cucks that want to destroy america,2,hatespeech,Other,offensive,Other,hatespeech,"Men, Other",hatespeech
1178196619159670784_twitter,before anyone passes judgement i wanna let it be known that im <percent> trailer trash,0,normal,Caucasian,offensive,Minority,normal,,normal
21024558_gab,of course also noticing it mainly leftist whamen crying the loudest <number> shades of n-word migrant rape fantasies,3,hatespeech,African,hatespeech,"African, Refugee, Women",hatespeech,"Refugee, African",hatespeech
1187118274531577857_twitter,all my relationships end cuz i ' m not no weak ass bitch rmaoo,0,offensive,Other,normal,,normal,,normal
8135894_gab,spot the wee lil bunny plotting on my ghetto vegetable garden i still love him her,2,offensive,,offensive,,normal,,offensive
23079818_gab,this fuckin beaner is dummer than most dummer than most where is the vatican mafia when we need em go was some more rag head feet u loser,3,hatespeech,"Other, Arab, Hispanic",hatespeech,"Hispanic, Islam",hatespeech,Hispanic,hatespeech
1858856_gab,not happy w trump disavowing altright nazis nothing can be further from the truth spencer whoever is just obama cia plant trump border wall refugee vetting intent ending sanctuary cities are viewed as racist by left will he backtrack now maga presidenttrump newyorkvalues,0,normal,,offensive,Other,normal,Refugee,normal
19263398_gab,ah yes the great poem that invites every 3 rd world shitskin to come to our shores,2,hatespeech,"African, Refugee",hatespeech,"African, Arab, Asian, Hispanic, Refugee",hatespeech,Refugee,hatespeech
18620725_gab,and i have had enough of african women like afua hirsch living in my country end racism forever separate the races,2,hatespeech,African,offensive,"African, Women",offensive,African,offensive
25112559_gab,in other words a muzrat used a cordless drill in an attack,3,offensive,Islam,hatespeech,Islam,hatespeech,Islam,hatespeech
1170475669530271744_twitter,for the spice golden capricorn reduce white roots sun nuts sunflower powders fluro grey nuts fluro sun set powders,0,normal,,normal,,normal,,normal
8100663_gab,around <number> percent of the muslim so called refugees are young muslim men of military age without women and or children,0,hatespeech,"Islam, Refugee",offensive,Islam,normal,,hatespeech
1241381490170224640_twitter,call me homophobic but wearing shirts that proclaim your a daddy dom top or a hungry twink bottom is weird and you should not do that,2,normal,,offensive,Homosexual,offensive,Homosexual,offensive
22967211_gab,the isis flag says all jews <number> and rabbis in israel believe that god created isis using angels to punish the nations that deserve to be punished these are isis flags in dearborn michigan usa you do the math,2,offensive,"Islam, Jewish",offensive,Jewish,normal,Jewish,offensive
19708776_gab,black history month on <date> african american oj simpson brutally murdered mudshark nicole simpson and jew ronald goldman a black jury acquitted him and black america rejoiced,3,offensive,Women,offensive,African,hatespeech,"African, Caucasian, Women",offensive
1179076478144630786_twitter,i always fucking hated when i saw book bonnie gifs with holland roden there technically nothing wrong with it because book bonnie a white redhead but i still hated it,0,normal,,normal,,normal,,normal
9845733_gab,do not for get my followers the jews have declared war on all whites the jew will lose this time and we will not just asked them to leave but to burn in a real holocaust,2,normal,,hatespeech,Jewish,hatespeech,Jewish,hatespeech
3411379_gab,in the last week alone the obama administration blocked future oil and gas leases in swaths of the arctic and atlantic oceans granted a record number of pardons and commutations for a single day and scrapped a dormant registry for male immigrants from a list of largely muslim countries,0,normal,"Islam, Men",normal,,normal,Refugee,normal
19977150_gab,why is the dole queue in the ghetto so black,2,offensive,African,offensive,African,offensive,African,offensive
18778256_gab,oh goodie yet another ghetto lottery participant any excuse for the free giddings,2,offensive,,offensive,Other,normal,,offensive
5644395_gab,we have a very low quality of homo these days and that is because they are allowed to gallivant in plein air the closet makes the queer,2,hatespeech,Homosexual,offensive,Homosexual,hatespeech,Homosexual,hatespeech
6095990_gab,so true the music i posted tonight is mostly pro white and non jewish maybe zombie is some what not it was released by a jewish owned studio but it is not full of degenerate crap like most,0,hatespeech,Jewish,normal,"Caucasian, Jewish",normal,,normal
26609180_gab,stealing our money to finance the muzrat invasion,3,hatespeech,Islam,hatespeech,Islam,hatespeech,"Refugee, Islam",hatespeech
1205605295814262784_twitter,justiceforduamalah justice for dua malah seven year old found naked and raped in thatta,0,normal,,normal,,offensive,Other,normal
12418904_gab,it not about fertility it about making sure that the moslem men have control even over their women private parts no ability for pleasure for her means they can be selfish even in the bedroom,0,normal,,hatespeech,"Men, Islam",normal,,normal
1188568940697526272_twitter,credits to andrew rose kcon rookies la clip and vantablack <number> <number> <number> and <number> fancams on youtube,0,normal,,normal,,normal,,normal
1178740837800452101_twitter,the gall to appropriate the phrase slut shaming in a thread that completely ignores afab queer concerns is sending me tbh,0,normal,,normal,,normal,,normal
21839700_gab,gays <number> moslem,2,offensive,Islam,normal,,offensive,Islam,offensive
1211085818447581184_twitter,fuck off retard,2,offensive,,offensive,,hatespeech,Other,offensive
1178985321029083137_twitter,the dog ate my homework i did not do it everyone lying but me he started it she is not good lookin enough to rape presidency,0,normal,,normal,,normal,,normal
1170748370593472515_twitter,bitches piss me off that why it be hard to date one,3,offensive,Women,offensive,Women,offensive,Women,offensive
10413780_gab,the muslimes and africans want to take over all things that whites have created they are especially obsessed pussy whipped by our women this is very dangerous as our women are our future white women need to understand that their bodies are the frontline and that this is a war,0,normal,,normal,,hatespeech,"African, Islam",normal
1179104437396267008_twitter,the u k and u.s.a special relationship is a bit like the ghost of robin williams being raped by kate winslet,0,normal,,normal,,normal,,normal
18474031_gab,cantwell is getting shit from some n-word on ra about a jew who had rung up which is funny enough but then he hangs up on him and goes go be a n-word somewhere else,3,hatespeech,African,hatespeech,African,offensive,African,hatespeech
11388430_gab,i am not apart of the black community my community is the circle i have created comprised of people i love and respect i was raised around my black relatives but not ghetto black culture there is a huge difference between marvin gaye and snopp dog,0,normal,African,normal,,offensive,African,normal
19638613_gab,millions of soldiers are terrorists by your definition every state in existence is a terrorist state by your definition calling someone our for using violence to achieve a political end is just being dishonest and beta,0,normal,,normal,,normal,Other,normal
1213918131288186881_twitter,just in case u all forgot the doctor hates nazis doctorwho,0,normal,,normal,Other,normal,,normal
11280734_gab,i have done my heavy thinking and reached the following conclusion fascism communism are evil twentieth century barbarism that should be opposed by all decent people there are other evils too such as jihadi islam and sjw leftism but nazism stalinism maoism are especially heinous,0,normal,"Islam, None",normal,,normal,,normal
20492081_gab,god dam these n-word biches ugly ass fuck,3,hatespeech,"Women, African",hatespeech,"Women, African",hatespeech,"Women, African",hatespeech
10917270_gab,a crazy person looks at this and thinks oh how horrible these poor black victims of white racists a sane person looks at it and thinks what typical n-word shit did those n-word do must ve been bad,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
7020770_gab,zuckerberg loves live streamed violence such as gang rapes the pitiful jew cunt but call a wetback a wetback and you get <number> days fucking psycho,3,hatespeech,"Women, Hispanic",hatespeech,"Hispanic, Jewish",hatespeech,"Jewish, Hispanic, Women",hatespeech
7900962_gab,very short nose for a hispanic whilst arabs also have long noses moroccans and north africans tend not to he could be from the middle east but it would be an outrageous construction for the cops,0,normal,"Arab, Hispanic, Other",offensive,"Arab, Hispanic, Islam",normal,,normal
7117498_gab,criticize boomers and some senile retard will reply in all caps,0,normal,,normal,,offensive,Other,normal
1177443914250219520_twitter,n-word are crazy,2,offensive,African,normal,African,offensive,African,offensive
1177377576999895040_twitter,earlier dr joy crawford addressed the issue of sexual violence which is often not treated as crime in the church but as sin,0,normal,,normal,,normal,,normal
10027973_gab,<number> would you like your n-word tote in the traybon or the michael brown size sir,0,normal,,normal,,normal,,normal
17127942_gab,so yes i do see the political landscape stormfags who spout jew shit are just as damaging to the solution as fucking sjw faggots are,2,hatespeech,"Homosexual, Jewish, Men, Women",offensive,"Homosexual, Jewish",offensive,Jewish,offensive
8512110_gab,where is the uk intel agencies and what are you doing right under your nose clean out your sharia muslim areas fact track brexit ukfam uk you need help handling the islamic invasion end it,2,hatespeech,Islam,hatespeech,Islam,offensive,Islam,hatespeech
1088895143925567488_twitter,i do not trust none of u hoes,3,offensive,Women,offensive,Women,offensive,Women,offensive
27341451_gab,the alt right are better organised to take down the agents of zog do you want a real holocaust jew club its coming we are sick of you un soros womens pay issues you mean shit the blade of justice is coming the knights of cydonia are coming,2,offensive,Jewish,offensive,"Jewish, Women, Other",hatespeech,Jewish,offensive
12869461_gab,your just mad cuz white guys are better at violence than you are what did obama do about orlando other than invite omar dad to tea fuck you,0,normal,,hatespeech,African,offensive,Other,normal
12348949_gab,a friendly reminder that the un is looking for aspiring london based attorneys to represent refugees during legal proceedings,0,offensive,Refugee,normal,Refugee,normal,Refugee,normal
1178405798164205569_twitter,these n-word on the half yard line good game lions 😕,0,normal,,normal,,normal,,normal
23001555_gab,facebook is a like bank started by a lonely kike no one liked,3,hatespeech,Islam,hatespeech,Jewish,hatespeech,Jewish,hatespeech
25268922_gab,its probably bcz you are dumb thats all you do not have to be muslim to see beast of the field <number> are fucking up all white countries trying to sink us and hoping to make world brown all start with yid plague,3,hatespeech,Arab,hatespeech,Islam,hatespeech,Jewish,hatespeech
1179099704698605573_twitter,oh cramps i hate you so much 😭 😭 😭,0,normal,,normal,,normal,,normal
1109322805299027968_twitter,cause it a grimy world and n-word bout shit,0,normal,,normal,,normal,,normal
1179065075539292160_twitter,found that psychopath guilty bitch want have to worry about texting gone get all the attention she needs them bull dykes waiting 😂 😂 😂,3,offensive,Women,hatespeech,"Women, Homosexual",hatespeech,Homosexual,hatespeech
1123646168897150976_twitter,one arguement jews will never win is jesus,0,normal,,offensive,Jewish,hatespeech,Jewish,normal
1178674557990912001_twitter,ian never have to chase a n-word bitch im da catch,2,offensive,African,offensive,Women,normal,,offensive
15240318_gab,a decade ago i noticed nursing school commercials were constantly aimed at otherwise unemployable hoodrats and now sure enough the entire nursing profession seems to be nothing but ghetto trash,2,offensive,,offensive,Other,normal,,offensive
17639970_gab,i want you goddamned boomer cucks to tell me how we are all the same and beaners are natural conservatives,3,hatespeech,Hispanic,hatespeech,Hispanic,hatespeech,Hispanic,hatespeech
15012514_gab,my <number> year old aunt got banned from facebook for posting stuff about islam and posative things about trump aussies for trump,0,offensive,Islam,normal,Islam,normal,,normal
20563432_gab,that dumbass spic was destined to lose,3,hatespeech,Jewish,hatespeech,Hispanic,hatespeech,Hispanic,hatespeech
5154124_gab,steve sailer do white award winners have to apologize to black losers from now on,0,hatespeech,"African, Caucasian",normal,,offensive,African,hatespeech
1179093757142208514_twitter,damn zidane do not trust the belgian slut no more,3,offensive,Women,offensive,Men,offensive,"Women, Other, Caucasian, Heterosexual",offensive
26984655_gab,walk my dog where i want you shitskin cunt,2,offensive,African,offensive,,hatespeech,African,offensive
1179092841164951556_twitter,sand script muslim looking for someone that writes in sand script or a website thanks,0,normal,,normal,,normal,,normal
1179070484115156993_twitter,i live in a white neighborhood and i n-word it tf up,0,normal,,normal,,normal,,normal
1179070345912950785_twitter,all my bitches gay do that make me a dyke,0,normal,Homosexual,normal,,hatespeech,Homosexual,normal
1179004578618060800_twitter,i am so tired of corporate america i am only <number> years old and i feel like i have been in this bitch for <number> years,0,normal,,normal,,normal,,normal
11849813_gab,johnson view by contrast was reasonable and genuine even if i disagree with him vox is pulling some dorklord machiavellian master plan bullshit for whatever reason it obvious moronic and tiresome fuck off with your triracial alt west milo apologetics gamergate bullshit you fucking spic,3,hatespeech,Hispanic,hatespeech,Hispanic,offensive,Hispanic,hatespeech
8445749_gab,sand n-word thats why so many blacks are muslims,2,hatespeech,"African, Arab",hatespeech,"African, Islam",offensive,"African, Arab, Islam",hatespeech
1269831703801016322_twitter,remember the jews killed jesus n if you don ' t watch ya back they will kill you too,2,hatespeech,Jewish,hatespeech,Jewish,offensive,Jewish,hatespeech
5652188_gab,white supremacists and nazi larpers should be very concerned with jewish infiltration and agitation,2,hatespeech,Jewish,offensive,Jewish,hatespeech,Jewish,hatespeech
5175528_gab,so a black girl wearing a trump themed dress and getting called coon is not racist but another black girl losing an award to a white girl is we do not have insane asylums big enough for this kind of mental illness,0,offensive,African,normal,African,normal,,normal
14724932_gab,sounds like a sham hit piece meh im giving a thumbs down and a since it came from a taco negro it already is suspicious i do wonder did he do it out of a need to virtue signal or is he getting a check from the jews,2,hatespeech,"Hispanic, Jewish",hatespeech,"African, Jewish",hatespeech,"African, Jewish",hatespeech
22803793_gab,it was revealed that the mosque omar mateen attended tipped off the fbi about his jihadi support how often does that happen and the fbi did nothing that agency has its own swamp that needs to be drained,0,offensive,Islam,normal,"Men, Women",normal,,normal
1117069735126921216_twitter,remember kids the cucumber is the sluttiest vegetable,0,normal,,normal,,normal,,normal
6081960_gab,it is a fictional story about a mudshark vanessa her absent black husband obi o konkwo and her rogue piccaninny child jiglet it is based on real life events and characters written in the style of the janet and john books of the 6 0,3,offensive,"Men, Minority, Indigenous, Caucasian, Christian, Heterosexual",hatespeech,"African, Caucasian, Women",hatespeech,African,hatespeech
16475442_gab,al franken is still in the senate chris matthews is still on tv democrats do not care about sexual harassment at all it a weapon to take out republicans remember this when next scandal hits,0,normal,,normal,,offensive,Women,normal
17824595_gab,lmao i am no pump and dumper nor am i a kike but i definitely follow some kike stereotypes,0,normal,,hatespeech,"Other, Jewish",normal,,normal
27577042_gab,oh bugger off we have a black n-word woman on itv telling us all about football jesus can we just get rid of all the pc diversity police please world cup world cup 2018 world cup worldcup 2018 russia,3,hatespeech,"African, Women",offensive,African,hatespeech,African,hatespeech
6178631_gab,the history of how copper wire was invented in six words two jews fighting over a penny,2,offensive,Jewish,offensive,Jewish,hatespeech,Jewish,offensive
24766870_gab,you support the death penalty for homosexuals ok then grab a gun and start with yourself nazi homo faggot and this is actually you taking it up the ass you really should not take gay pornographic pictures of you with your boyfriends,2,hatespeech,Homosexual,offensive,"Homosexual, Caucasian",hatespeech,"Homosexual, Men",hatespeech
16130542_gab,it ll probably be some fat negress in a nursing home anyways so fuck em both,3,hatespeech,African,hatespeech,"Other, African, Women",offensive,African,hatespeech
1225661082083024897_twitter,caucasians wearing masks to prevent coronavirus and still don ' t wash their hands,0,normal,Caucasian,offensive,Caucasian,normal,Caucasian,normal
17497636_gab,i am not a sand n-word just a regular n-word get it right bitch,2,hatespeech,Arab,offensive,Arab,hatespeech,"African, Women",hatespeech
23785295_gab,already millions looking at him saying he is a kike shill moron he out in <number>,3,hatespeech,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
16539027_gab,begone racists anti semites and homophobes we white people want more inclusion and wonderful black and brown people in our countries,0,normal,,normal,,normal,African,normal
1278192_gab,how many syrian refugees has george clooney taken into his home,0,offensive,Refugee,normal,,hatespeech,Refugee,offensive
6715378_gab,major advertisers pull ads from o reilly factor after harassment report hotpagenews com r <number>,0,normal,,normal,,normal,,normal
14410314_gab,my wife said what do you want for your birthday i said ooo i do not know maybe a blowjob my wife gave me a wink and said i am sure something can be arranged i said ah brilliant here a list of women i d like you to ask,0,normal,Women,normal,Other,normal,Other,normal
1143987532474068993_twitter,they were inseparable ever since,0,normal,,normal,,normal,,normal
17408390_gab,hias hebrew immigrant aid society bragged on its blog yesterday that in a baltimore md court it saved somali illegal alien yaasir from deportation back to somalia they are one of the <number> federal resettlement contractors paid w taxpayer placing refugees in your towns cities,2,hatespeech,Refugee,hatespeech,"Jewish, Refugee",normal,Refugee,hatespeech
23337549_gab,the japanese are not retarded like white people seriously just try to have an honest conversation with a white person about jews globalism or the negative effects of illegal immigration,2,offensive,"Caucasian, Jewish, Refugee",offensive,Other,hatespeech,Caucasian,offensive
1178374402208980992_twitter,man all these brown my parents will not accept my white partner stories are so wack like you know damn well it so much harder for the black partners of brown kids like i wanna watch a movie or story that deals with that i am tired of white ppl,0,offensive,Caucasian,normal,,normal,,normal
21617110_gab,seriously the uk police farce are going to fully investigate this tutts looks of disgust meanwhile <number> white british school girls raped by moslem pedos across uk <number> moslem jihadis walking uk streets it like something out of monty python a complete joke cops looking after their brethren moslems gays,2,hatespeech,Islam,hatespeech,"Homosexual, Islam",offensive,"Homosexual, Islam, Other",hatespeech
23862875_gab,young white people have been systematically brainwashed into believing that whites invented evil that no one else has ever inflicted any pain on anyone else and the world would be a perfectly harmonious garden of eden again if it wasn t for those demonic damn caucasians,0,normal,,normal,Caucasian,normal,,normal
9072261_gab,it keeps normies distracted by a media propaganda wall of a far right and neo nazi threat the does not exist and cloaks the rabid islamic and corporate fascism being installed,2,offensive,Islam,offensive,"Caucasian, Islam",normal,,offensive
1232850058917355520_twitter,should illegal aliens be counted in the us census,0,offensive,Refugee,normal,Refugee,normal,,normal
20972184_gab,i have the merits to become an italian citizen dual and i say deport all sand n-word immediately,2,hatespeech,Arab,hatespeech,Arab,offensive,"African, Refugee",hatespeech
1179070158372892672_twitter,i just my new white performance shoes and my friend goes and spills fruit punch on it like,0,normal,,normal,,normal,,normal
14651309_gab,do not take photos of that kike tire expert laura loomer and put them into that makeup removal app seriously do not do it no man should ever be subjected to such a hideous sight i am not joking either,2,normal,,hatespeech,Islam,hatespeech,"Men, Women, Jewish",hatespeech
1179076992861261824_twitter,why is your white ass in my black business youre white,0,normal,,normal,,normal,"African, Caucasian",normal
20753647_gab,these places need to be overthrown by military force or cia action arm the whites send white jihadis,2,normal,,hatespeech,Islam,hatespeech,Islam,hatespeech
6128665_gab,so about trump taxes and rachel maddow somthing i found on <number> pol anonymous <date> tue <time> no <number> dumb dyke dumb kike dumb dykekike,3,offensive,"Jewish, Homosexual",hatespeech,"Women, Jewish, Homosexual",hatespeech,"Jewish, Homosexual",hatespeech
16986947_gab,sickened by the degenerative behaviour it brings the promotion the perversion and desire to push it in the faces of heterosexuals and children and the fact that they are now trying to turn children into faggots sickens me,2,hatespeech,Homosexual,hatespeech,Homosexual,offensive,Homosexual,hatespeech
18799943_gab,trump closeted hatred of dark skinned people from shithole countries will come to hurt hispanics italian americans koreans and so on a bigot and racist does not stop at just one race to be scapegoated it white supremacist self adoration narcissism,0,normal,,offensive,"African, Arab, Asian, Hispanic",normal,"Asian, Hispanic",normal
18790322_gab,i live and work with many legal mexican immigrants who are great citizens and trump supporters they have no problem with deporting illegals maga,0,offensive,Hispanic,normal,"Hispanic, Refugee",normal,"Hispanic, Refugee",normal
1179072183403978753_twitter,send me cursed shit,0,normal,,normal,,normal,,normal
1179051384651440129_twitter,biggest regret in life is not listening to esacpe while chugging piña coladas in hawaii and if that does not say white trash idk what does i hate myself thanks,0,normal,Caucasian,normal,,normal,,normal
8201131_gab,if i hear someone near me yelling at a moslem or attacking one i am not going to stop him her i have seen too many videos of moslems attacking non moslems and no moslem ever came to their victim defense or rescue no non moslem even helped,0,hatespeech,Islam,normal,,normal,,normal
18361461_gab,my excuse is that i am not like your trailer trash whore mom that needs to fuck another toothless methhead fat redneck to feed bastards like you,2,offensive,Women,offensive,Women,hatespeech,,offensive
8450942_gab,a towelhead naturally would not be alarmed everything is going as planned,0,offensive,Islam,hatespeech,Arab,normal,,offensive
13239404_gab,asians do not have higher iq or intelligence in general than whites that is a huge grotesque joke probably most of the stats come from lying commie chinks so strange that when it comes to stats even based nazi pooplords believe pinkos,0,offensive,"Asian, Caucasian",hatespeech,Asian,normal,,offensive
1642356_gab,if every muslim was to work and learn english instead of faking back pain for dole put britain first the problems would be drastically smaller coming from a british muslim britainfirst britfam,2,normal,"Arab, Islam",offensive,Islam,offensive,Islam,offensive
16825506_gab,we can either all gang up on the kike or the kike can get everyone to gang up on us,2,hatespeech,Jewish,hatespeech,Jewish,hatespeech,"Jewish, Men",hatespeech
1161701327128449024_twitter,people on here be like <number> communist <number> nazi <number> taliban <number> ancap <number> nazbol,2,normal,,offensive,,offensive,,offensive
1179090217346699264_twitter,n-word got a white bitch just to tell her what to do,3,offensive,"Caucasian, Women",offensive,"Women, Caucasian",offensive,"Women, Other",offensive
19376868_gab,someone should remind the wetback that what he is saying works in both directions means mexico has no borders either,3,hatespeech,Hispanic,hatespeech,Hispanic,hatespeech,Hispanic,hatespeech
21827693_gab,how do you plan to combat the narrative with your muh optics shit because last i checked optics fags would rather bitch and moan than get out and do anything,2,hatespeech,Homosexual,hatespeech,Other,offensive,"Homosexual, Women",hatespeech
11780203_gab,use violence against swedish women as the backdrop highlight islamic violence from those invaders double whammy no,2,hatespeech,Islam,hatespeech,Islam,offensive,Islam,hatespeech
1170067182069473282_twitter,oh look the refs a n-word again,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
22552259_gab,how about you let people with balls do what needs to be done you are a subversive kike who does nothing but punch right and counter signal,2,hatespeech,"Jewish, Men, Women",hatespeech,Jewish,offensive,Jewish,hatespeech
17575783_gab,can this bitch from saudia arabia be deported already,2,offensive,"Arab, Refugee",offensive,Refugee,offensive,"Arab, Women, Refugee",offensive
1130851794433658880_twitter,so apparently tornadoes on the isle of white is the wrong answer erm what aqageography,0,normal,,normal,,offensive,Hispanic,normal
17188614_gab,<number> years of inbreeding make their hasbara basically retarded it a kike thing,3,offensive,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
1165119799204007936_twitter,chomp chomp is a big black sphere that barks,0,normal,,normal,,normal,,normal
22152349_gab,those are called niglets,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
1178149488445161473_twitter,been fuck bitches i been on my grind,2,normal,,offensive,Women,offensive,Women,offensive
1179075536901087234_twitter,i might sound annoyed but im actually super relieved that i will never have to hear anyone compare this to the holocaust or some other shit again,0,normal,,normal,,normal,,normal
22020564_gab,lol he quotes the kike ayan rand yeah ok this guy lost his marbles long ago,3,hatespeech,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
1179062513071218691_twitter,silver medicine in my pants skrt this n-word ass clap,2,hatespeech,African,hatespeech,African,normal,,hatespeech
26562962_gab,this is a great example of a fake white who would be willing to sell you out to the moslem just because you do not agree with him even if you are white traitor,0,normal,,normal,,normal,,normal
18930521_gab,figure skating ladies and pairs eff the queers,3,offensive,Homosexual,offensive,Homosexual,offensive,Homosexual,offensive
14871625_gab,this is so disgusting i have adored and fiercely proudly reveled with real women for bravely taking wild boar as prey with clean rifle shots then field dressing their prey thereby simultaneously being more manly and infinitely more female than these faggots humanity is broken,2,offensive,Homosexual,offensive,Homosexual,hatespeech,Women,offensive
1084775431415357440_twitter,<number> liners are old oredi bitches we old old dumb,0,normal,,normal,,normal,,normal
8715988_gab,going to a resort for my sister wedding in a few months got some pretty dresses of all the middle aged women there who have had two <number> lb babies in the last <number> yr i will be the hottest my policy is set the bar high but achievable,0,normal,,normal,"Men, Women",normal,Women,normal
6685041_gab,the vast majority of hispanics who have east asian heritage do so cause of ancient migration patterns of their ancestors but some countries like brazil and peru took in asian immigrants relatively recently even mexico has a small asian community,0,normal,,normal,,normal,,normal
1218608923415957504_twitter,damn you insomnia i hate you sm,0,normal,Other,normal,,normal,,normal
13033382_gab,i tolled this n-word to tears,3,hatespeech,African,hatespeech,African,offensive,African,hatespeech
21692932_gab,dublin will mirror londonistan moslem rape gangs drug trafficking acid attacks black criminals gangs with horrendous gun exchanges 3 rd worlders sucking social housing welfare dry not working future under this immigrant ireland 2040 plan the death of ireland our shared celtic heritage my ancestors ni ireland <number> death of the irish,2,normal,,hatespeech,"Refugee, Islam",hatespeech,Islam,hatespeech
20075386_gab,more telling was the photo on the bridge with all but one person desperately trying to help the one that did not was a muslim walking past talking on the phone did not even care,2,offensive,"Islam, Other",normal,Islam,offensive,Islam,offensive
1174329224070606849_twitter,men are mad at gold diggers bc they know women are to smart to let men use them for money,0,normal,,normal,,normal,"Men, Women",normal
15386699_gab,would it be better to declare talmudic judaism a enemy of the united states and exterminated from our society grope gate shows the world it is jews that are pedophiles not the muslims dead jewish goat raped to death by jews,2,hatespeech,"Islam, Jewish",hatespeech,Jewish,hatespeech,"Jewish, Men, Women",hatespeech
1179089510954610689_twitter,ugh i hate dykes 😐,3,hatespeech,Homosexual,hatespeech,Homosexual,hatespeech,Homosexual,hatespeech
15827407_gab,i am so upset that big nosed kikess julie segall did not like my video,3,offensive,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
